"Source:","http://www.lib.berkeley.edu/MRC/Sovietfilm.html"
"

Contents:
"
"â€¢149; Ѭ href=""#soviet"">Russia (Soviet Union)Ж","â€¢149; Ѭ href=""#russia"">Russian Silent FilmЖ","â€¢149; Ѭ href=""#czech"">CzechoslovakiaЖ","â€¢149; Ѭ href=""#hungary"">HungaryЖ","â€¢149; Ѭ href=""#poland"">PolandЖ","â€¢149; Ѭ href=""#romania"">RomaniaЖ","â€¢149; Ѭ href=""#yugo"">Yugoslavia/Serbia/Croatia/MacedoniaЖ"
"Firemen's Ball (Horí, má Panenko) (1967)","Director, Milos Forman. Firemen's Ball was Czechoslovakian director Milos Forman's final film in his home country; he was scouting locations in Paris when the Russians moved their tanks into Prague in 1968 causing Forman to decide to remain an expatriate. Because of the supercharged political climate of the era, critics read all sorts of allegory and hidden meanings into the Firemen's Ball. Other critics simply accepted the film as the slapsticky tale of a disastrous small-town celebration in honor of a retiring fire chief, and laughed accordingly. Best to judge for oneself: you can catch Firemen's Ball under its original English title, or under its alternate cognomen Like a House on Fire. (Hal Erickson, Ѭ href=""http://allmovie.com"">All-Movie GuideЖ) ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1063"">DVD 1063Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:1056"">vhs 999:1056Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0061781/"">Credits and other information from the Internet Movie DatabaseЖ


See also:
â€¢149;Ѭ href=""http://www.lib.berkeley.edu/MRC/forman.html"">Milos Foreman bibliographyЖ

"
"The Good Soldier Schweik (Dobrý voják Svejk ) (1956)","Directed by Karel Steklý. Cast: Rudolf Hrusinsky, Eva Svobodova, Josef Hlinomaz, Frantisek Filipovsky, Milos Kopecky, Svatopluk Benes. Tells the story of Schweik, a good-natured buffoon in the Czech Army during WWI, whose mishaps bring disaster to rigid military situations. Though determined to do his duty, the messes he creates expose the weaknesses of the military as an institution and bring into sharp relief the absurdity of war. 104 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3590"">DVD 3590Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0049147/"">Credits and other information from the Internet Movie DatabaseЖ"
"The Good Soldier Schweik 2: Beg to Report, Sir (Poslusne hlásím) (1957)","Directed by Karel Steklý. Cast: Rudolf Hrusinsky, Jaroslav Marvan, Josef Hlinomaz, Frantisek Filipovsky, F. Mrazek, Svatopluk Benes. Continues the exploits of Schweik, a good-natured buffoon in the Czech Army during WWI. 99 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3591"">DVD 3591Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0050853/"">Credits and other information from the Internet Movie DatabaseЖ"
"The Joke (Zert) (1969)","Directed by Jaromil Jires. Cast: Josef Somr, Jaroslava Obermaierova, Jana Ditetova, Jaromir Hanzlik, Vera Kresadlova, Ludek Munzar, Evald Schorm. Set in Stalinist Czechoslovakia during the 1950s, this tragicomedy revolves around the consequences of a single joke: a young man, is expelled from the university and the Communist party and sentenced to six years hard labor for an irreverent postcard he sends to a lady friend. This leaves him cynical, bitter, and out for revenge. 80 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7249"">DVD 7249Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0065241/"">Credits and other information from the Internet Movie DatabaseЖ"
"Kolya (Czech Republic, 1996)","Directed by Jan Sverak. A confirmed bachelor is in for the surprise of his life when a get-rich-quick scheme backfires, setting off a wild set of circumstances and leaving him with a pint-sized new roommate. 105 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X5343"">DVD X5343Ж","â€¢149;Ѭ href=""http://us.imdb.com/Title?0116790"">Credits and other information from the Internet Movie DatabaseЖ
"
"Konkurs (Audition)","(Czechoslovakia, 1964)","Directed by Milos Forman. Cast: Film 1: Jan Vostrcil, Frantisek Zeman, Vladimir Pucholt, Vaclav Blumental. Film 2: Jiri Suchy, Jiri Slitr, Marketa Krotka, Vera Kresadlova. Two Czech New Wave films about different kinds of musical competitions: the rivals, the expectations and waiting for prizes. 79 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X3546"">DVD X3546Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0057230/"">Credits and other information from the Internet Movie DatabaseЖ

â€¢149;Awards

â€¢149;Academy Award - Best Foreign Language Film
â€¢149;Golden Globe Awards - Best Foreign Language Film




Reviews and articles:
â€¢149;O'Donoghue, Darragh. ""Konkurs."" Senses of Cinema, Issue 55, Jul 11, 2010 Ѭ href=""http://www.sensesofcinema.com/2010/cteq/konkurs/"">Full-text of this article / review is available:Ж

"
"Labyrinth of Darkness (1978-1989)","Made by Jiri Barta. Includes all eight films of Czech filmmaker Jiri Barta which combine animation of objects and puppets with live-action to fashion gothic worlds of horror and fantasy infused with humor and moral examinations. Principally with sound and music but no dialogue. Contents: A ballad about green wood (11 min.) -- The club of the laid off (25 min.) -- The design (6 min.) -- Disc jockey (10 min.) -- The last theft (21 min.) -- The pied piper of Hamelin (55 min.) -- Riddles for a candy (8 min.) -- The vanished world of gloves (16 min.). 152 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6161"">DVD 6161Ж"
"Larks on a String (Skrivanci na niti) (1969)","Director, Jirí Menzel. While serving time for desertion and taking steps toward re-education, a rag-tag group of junkyard workers unite as a young couple decides to marry. Even the prison guards can't resist this romance as the wedding and on-site honeymoon unfold in a series of plot twists. 96 min. 999:3255","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0064994/"">Credits and other information from the Internet Movie DatabaseЖ

","See also:","â€¢149; Bluestone, George. ""Jiri Menzel and the second Prague spring."" Film Quarterly; 1990, Vol. 44 Issue 1, p23-31, 9p Ѭ href=""http://www.jstor.org/stable/1212696"">Full-text of this article / review is available:UC users onlyЖ","â€¢149; Crick, Philip ""Three East European Directors: Makavejev, Menzel, Jancsó."" Screen 1970 11: 64-71 Ѭ href=""http://screen.oxfordjournals.org/cgi/reprint/11/2/64"">Full-text of this article / review is available:UC users onlyЖ"
"The Last Butterfly (Poslední motýl) (Czechoslovakia / France / UK, 1991)","Director, Karel Kachyna. Cast: Tom Courtenay, Brigitte Fossey, Freddie Jones, Ingrid Held, Milan Kazko, Josef Kemr, Linda Jablonska, Daniel Margolius. A French actor is taken prisoner by the Gestapo and sentenced to perform in the ""model city"" of Terezin, a concentration camp filled with artists and children to prove to the world how well the Nazis treat the imprisoned Jews. But the actor discovers the horrifying truth and as he rehearses with a group of children in what is to be the last performance of their lives, he refuses to play a role in the Nazi's charade. 106 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4915"">DVD X4915Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3513"">vhs 999:3513Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0100393/"">Credits and other information from the Internet Movie DatabaseЖ"
"Loves of a Blonde (Lásky Jedné Plavovlásky) (1965)","Director, Milos Forman. Milos Forman's black comedy stars Jana Brejchova as a young shoe factory worker who looks for love at a dance held to honor the soldiers stationed nearby. To the girl's dismay, all of the soldiers are aging reserves, so she turns to the dance's pianist (Vladimir Pucholt) instead. (Jason Ankeny, Ѭ href=""http://allmovie.com"">All-Movie GuideЖ) 88 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1064"">DVD 1064Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0059415/"">Credits and other information from the Internet Movie DatabaseЖ

See also:
â€¢149;Ѭ href=""http://www.lib.berkeley.edu/MRC/forman.html"">Milos Foreman bibliographyЖ


"
"Lunacy (Sílení)(Czech Republic / Slovakia, 2005)","Director, Jan Svankmajer. Cast: Pavel Liska, Jan Triska, Anna Geislerova, Jaroslav Dusek, Martin Huba, Pavel Novy, Stano Danciak. In (supposedly) nineteenth-century rural France, a young man named Jean Berlot becomes caught up in the nightmarish world of a mysterious, decadent Marquis, orgiastic black masses, ""therapeutic"" funerals and an asylum with a smorgasbord of macabre treatments and tarred-and-feathered doctors. Features Svankmajer's usual mix of live action and stop-motion animation. 126 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8911"">DVD 8911Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0407236/"">Credits and other information from the Internet Movie DatabaseЖ"
"The Ossuary: and Other Tales","Director, Jan Svankmajer. Posledni trik pana Schwarcewalldea a pana Edgara = The last trick (1964, 11 min.) -- Don Sanche = Don Juan (1970, 31 min.) -- Zahrada = The garden (1968, 19 min.) -- Historia naturae, suita = Historia naturae (1967, 9 min.) -- Johann Sebastian Bach: Fantasia G-moll = Johann Sebastian Bach (1965, 10 min.) -- Kostnice = The ossuary (1970, 10 min.) -- Otrantsky zamek = The Otrants Castle (1973-1979, 17 min.) -- Tma/Svetlo/Tma = Darkness light darkness (1989, 8 min.) -- Muzne hry = Manly games (1988, 12 min.) The last trick: two magicians compete attempting to out-do each other in an escalating competition. Don Juan: chronicles the life of the title character. The garden: a man visits a friend in his garden and discovers some unusual practices. Historia naturae: a study of various animal species. Johann Sebastian Bach: an array of visual images accompany a pianist playing a piece by Bach. The ossuary: a journey around the Sedlec Ossuary, a monument made of the skeletons of thousands of Black Death victims. The Otrants Castle: a documentary-style story of a castle. Darkness light darkness: the component parts of a human body go about reconstructing themselves into a whole. Manly games: a spectator becomes drawn into an especially violent game of football. A collection of short films produced 1964-1989. 127 min. 
Ѭ href=""http://www.lib.berkeley.edu/MRC/svankmajer.html"">See separate bibliography of reviews and articles about this filmЖ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6761"">DVD 6761Ж"
"A Report on the Party and the Guests (O slavnosti a hostech) (1966)","Director, Jan Nemec. Cast: Helena Pejskova, Jana Pracharova, Zdena Skvorecka, Pavel Bosek, Ivan Vyskocil, Jan Klusak, Jiri Nemec, Ewald Schorm. A political thriller that satirizes unquestionable conformity. A group of happy picnickers run afoul of a bullying sadist who has an unbreakable hold over his followers. After he interrogates one of them, a stranger then invites everyone to an elegant, formal banquet. The affair is bizarre, and ends with the group armed and hunting down a guest who chose not to remain. 71 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:3796"">Video/C 999:3796Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0063371/"">Credits and other information from the Internet Movie DatabaseЖ
"
"Romeo, Juliet and Darkness (Romeo, Julia a tma) (Czechoslovakia, 1959)","Directed by Jiri Weiss. Pavel, a young student living in Prague in 1942, hides a Jewish girl in his apartment building's attic. Amidst the brutality of the occupying German army, love blossoms between the two. He is her only link to the outside world. Then the two are discovered by Pavel's mother, who forces the residents of the apartment building to decide whether Hana can remain. 96 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4800"">DVD X4800Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3510"">vhs 999:3510Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0054250/"">Credits and other information from the Internet Movie DatabaseЖ"
"The Shop on Main Street (Obchod na Korze) (1965)","Directors, Jan Kadar, Elmar Klos. In 1942, Tono and his wife are struggling because of his antipathy towards the fascist regime. His brother-in-law, the local fuehrer, chooses Tono to oversee a button shop owned by a sweet, harmless Jewish widow, Mrs. Lautman. When the Jews are ordered deported, the well-meaning Tono decides to shield her from the Nazis. 128 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5514"">DVD 5514Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:864"">vhs 999:864Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0059527/"">Credits and other information from the Internet Movie DatabaseЖ


â€¢149;Awards
â€¢149;Academy Award - Best Foreign Language Film


","See also:","â€¢149; Grosman, Ladislav. The Shop on Main Street. Translated from the Czech by Iris Urwin. Illustrated by Victor Ambrus. [1st ed.] Garden City, Doubleday [1970] (Main Stack PG5039.17.Gr6.O22; NRLF #: $B 444 555)"
"Something Like Happiness (Stesti) (2005)","Director, Bohdan Slama. Cast: Tatiana Vilhelmova, Pavel Liska, Ana Geislerova. A trio of friends residing in an urban Czech housing project find that happiness can come from the place where you least expect it in this quirky heartfelt drama. As the shadow of the country's largest chemical factory looms large over their bleak industrial suburb, Monika, Tonik, and Dasha hold out hope for a brighter future in another place. While supermarket employee Monika's dreams are built around the hope that she will someday venture to America to be with her boyfriend, George, Tonik secretly pines for Monika, and single mother Dasha finds comfort in the arms of a married man while slowly drifting from reality. As Tonik flees his conservative parents to live on the farm of his eccentric aunt, Dasha's grip on reality finally slips -- leaving her two young children in the care of Tonik and Monika. As things begin to look up for the willing but inexperienced new parents, a lifetime of happiness is finally within their reach. 107 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6619"">DVD 6619Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0406098/"">Credits and other information from the Internet Movie DatabaseЖ"
"[Jan] Svankmajer, Alchemist of the Surreal.","Five works of the master Czech animator showing his use of a wide assortment of techniques expressed through clay, painting, puppets, trick photography and a crazy assortment of objects, food shots, living creatures and cartoons. Dimensions of Dialogue (1986, 12 min.): A confrontation between two heads, one shaped out of vegetables and one shaped out of kitchen utensils, leads to a new head made of chopped-up food. The Last Trick (1964, 12 min.): Svankmajer's first film which fuses animation and live-action as two rival magicians do battle on a small stage. Punch and Judy (1966, 8 min.): An intriguing look at the traditional Punch and Judy story as depicted through two puppets who try to escape from exquisitely decorated coffins. Et cetra (1966, 8 min.): A film in which three individual drawings--a pair of wings, a whip and a house--come to life on their paper to tell their own stories. Jabberwocky (1971, 14 min.): an eerie interpretation of the Lewis Caroll poem with a brilliant rendition of dancing children's toys and clothing inspired by a child's imagination. 60 minutes total running time. 999:2108"
